DMS_ID	MSA_path	perc_cov50	Neff/L
I6TAH8_I68A0	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/I6TAH8_I68A0/I6TAH8_I68A0_b08/align/I6TAH8_I68A0_b08.a2m	1.0	0.017
I6TAH8_I68A0	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/I6TAH8_I68A0/I6TAH8_I68A0_b07/align/I6TAH8_I68A0_b07.a2m	1.0	0.017
I6TAH8_I68A0	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/I6TAH8_I68A0/I6TAH8_I68A0_b06/align/I6TAH8_I68A0_b06.a2m	1.0	0.017
I6TAH8_I68A0	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/I6TAH8_I68A0/I6TAH8_I68A0_b04/align/I6TAH8_I68A0_b04.a2m	1.0	0.019
I6TAH8_I68A0	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/I6TAH8_I68A0/I6TAH8_I68A0_b05/align/I6TAH8_I68A0_b05.a2m	1.0	0.017
I6TAH8_I68A0	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/I6TAH8_I68A0/I6TAH8_I68A0_b03/align/I6TAH8_I68A0_b03.a2m	1.0	0.019
MTHR_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MTHR_HUMAN/MTHR_HUMAN_b07/align/MTHR_HUMAN_b07.a2m	0.8872	0.863
MTHR_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MTHR_HUMAN/MTHR_HUMAN_b06/align/MTHR_HUMAN_b06.a2m	0.8857	0.872
MTHR_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MTHR_HUMAN/MTHR_HUMAN_b05/align/MTHR_HUMAN_b05.a2m	0.8872	0.878
MBD11_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MBD11_ARATH/MBD11_ARATH_b09/align/MBD11_ARATH_b09.a2m	0.9697	1.325
MBD11_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MBD11_ARATH/MBD11_ARATH_b08/align/MBD11_ARATH_b08.a2m	0.9697	1.321
MBD11_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MBD11_ARATH/MBD11_ARATH_b06/align/MBD11_ARATH_b06.a2m	0.9697	1.367
MBD11_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MBD11_ARATH/MBD11_ARATH_b07/align/MBD11_ARATH_b07.a2m	0.9697	1.331
MTHR_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MTHR_HUMAN/MTHR_HUMAN_b08/align/MTHR_HUMAN_b08.a2m	0.8857	0.855
MAFG_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MAFG_MOUSE/MAFG_MOUSE_b09/align/MAFG_MOUSE_b09.a2m	0.9756	3.553
MAFG_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MAFG_MOUSE/MAFG_MOUSE_b07/align/MAFG_MOUSE_b07.a2m	0.9756	3.844
MAFG_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MAFG_MOUSE/MAFG_MOUSE_b08/align/MAFG_MOUSE_b08.a2m	0.9756	3.738
MAFG_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MAFG_MOUSE/MAFG_MOUSE_b06/align/MAFG_MOUSE_b06.a2m	0.9756	4.058
MLAC_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MLAC_ECOLI/MLAC_ECOLI_b09/align/MLAC_ECOLI_b09.a2m	0.9858	2.188
MLAC_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MLAC_ECOLI/MLAC_ECOLI_b08/align/MLAC_ECOLI_b08.a2m	0.9858	2.214
MAFG_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MAFG_MOUSE/MAFG_MOUSE_b05/align/MAFG_MOUSE_b05.a2m	0.9756	5.161
MLAC_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MLAC_ECOLI/MLAC_ECOLI_b07/align/MLAC_ECOLI_b07.a2m	0.9668	6.686
MTHR_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MTHR_HUMAN/MTHR_HUMAN_b09/align/MTHR_HUMAN_b09.a2m	0.8872	0.843
MAFG_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MAFG_MOUSE/MAFG_MOUSE_b03/align/MAFG_MOUSE_b03.a2m	0.8537	32.231
MAFG_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MAFG_MOUSE/MAFG_MOUSE_b04/align/MAFG_MOUSE_b04.a2m	0.9024	16.881
MTHR_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MTHR_HUMAN/MTHR_HUMAN_b04/align/MTHR_HUMAN_b04.a2m	0.8857	0.89
MTHR_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MTHR_HUMAN/MTHR_HUMAN_b03/align/MTHR_HUMAN_b03.a2m	0.8857	0.88
MBD11_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MBD11_ARATH/MBD11_ARATH_b05/align/MBD11_ARATH_b05.a2m	0.8939	12.242
MTHR_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MTHR_HUMAN/MTHR_HUMAN_b02/align/MTHR_HUMAN_b02.a2m	0.8872	0.888
MTHR_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MTHR_HUMAN/MTHR_HUMAN_b01/align/MTHR_HUMAN_b01.a2m	0.8872	0.898
MBD11_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MBD11_ARATH/MBD11_ARATH_b04/align/MBD11_ARATH_b04.a2m	0.8788	16.782
CBX4_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CBX4_HUMAN/CBX4_HUMAN_b05/align/CBX4_HUMAN_b05.a2m	0.94	173.551
MAFG_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MAFG_MOUSE/MAFG_MOUSE_b02/align/MAFG_MOUSE_b02.a2m	0.7805	134.87
MBD11_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MBD11_ARATH/MBD11_ARATH_b03/align/MBD11_ARATH_b03.a2m	0.8788	21.123
I6TAH8_I68A0	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/I6TAH8_I68A0/I6TAH8_I68A0_b01/align/I6TAH8_I68A0_b01.a2m	1.0	0.027
MYO3_YEAST	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MYO3_YEAST/MYO3_YEAST_b09/align/MYO3_YEAST_b09.a2m	0.8689	16.869
I6TAH8_I68A0	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/I6TAH8_I68A0/I6TAH8_I68A0_b02/align/I6TAH8_I68A0_b02.a2m	1.0	0.027
MBD11_ARATH	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MBD11_ARATH/MBD11_ARATH_b02/align/MBD11_ARATH_b02.a2m	0.8636	26.823
CASP3_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CASP3_HUMAN/CASP3_HUMAN_b02/align/CASP3_HUMAN_b02.a2m	0.8682	43.676
HSP82_YEAST	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HSP82_YEAST/HSP82_YEAST_b09/align/HSP82_YEAST_b09.a2m	0.9859	1.363
MLAC_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MLAC_ECOLI/MLAC_ECOLI_b06/align/MLAC_ECOLI_b06.a2m	0.9194	21.518
ILF3B_XENLA	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ILF3B_XENLA/ILF3B_XENLA_b07/align/ILF3B_XENLA_b07.a2m	0.9014	92.626
MAFG_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MAFG_MOUSE/MAFG_MOUSE_b01/align/MAFG_MOUSE_b01.a2m	0.8049	230.44
ENVZ_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ENVZ_ECOLI/ENVZ_ECOLI_b09/align/ENVZ_ECOLI_b09.a2m	0.9333	37.011
CATR_SCHDU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CATR_SCHDU/CATR_SCHDU_b09/align/CATR_SCHDU_b09.a2m	0.9306	75.009
MLAC_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MLAC_ECOLI/MLAC_ECOLI_b05/align/MLAC_ECOLI_b05.a2m	0.9194	31.679
HSP82_YEAST	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HSP82_YEAST/HSP82_YEAST_b08/align/HSP82_YEAST_b08.a2m	0.9831	1.619
MLAC_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MLAC_ECOLI/MLAC_ECOLI_b04/align/MLAC_ECOLI_b04.a2m	0.9147	34.428
MLAC_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MLAC_ECOLI/MLAC_ECOLI_b03/align/MLAC_ECOLI_b03.a2m	0.9147	35.324
NP_065184_2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NP_065184_2/NP_065184_2_b07/align/NP_065184_2_b07.a2m	0.8898	0.132
NP_065184_2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NP_065184_2/NP_065184_2_b06/align/NP_065184_2_b06.a2m	0.8847	0.129
NP_065184_2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NP_065184_2/NP_065184_2_b04/align/NP_065184_2_b04.a2m	0.8847	0.138
NP_065184_2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NP_065184_2/NP_065184_2_b03/align/NP_065184_2_b03.a2m	0.8864	0.136
NP_065184_2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NP_065184_2/NP_065184_2_b09/align/NP_065184_2_b09.a2m	0.8814	0.114
NP_065184_2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NP_065184_2/NP_065184_2_b08/align/NP_065184_2_b08.a2m	0.8847	0.123
NP_065184_2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NP_065184_2/NP_065184_2_b01/align/NP_065184_2_b01.a2m	0.8864	0.139
NP_065184_2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NP_065184_2/NP_065184_2_b02/align/NP_065184_2_b02.a2m	0.8898	0.138
NP_065184_2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NP_065184_2/NP_065184_2_b05/align/NP_065184_2_b05.a2m	0.8831	0.135
MLAC_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MLAC_ECOLI/MLAC_ECOLI_b02/align/MLAC_ECOLI_b02.a2m	0.9147	35.563
MLAC_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/MLAC_ECOLI/MLAC_ECOLI_b01/align/MLAC_ECOLI_b01.a2m	0.9147	36.201
LACI_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LACI_ECOLI/LACI_ECOLI_b09/align/LACI_ECOLI_b09.a2m	0.9139	6.835
B3VI55_LIPST	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/B3VI55_LIPST/B3VI55_LIPST_b03/align/B3VI55_LIPST_b03.a2m	0.836	20.109
B3VI55_LIPST	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/B3VI55_LIPST/B3VI55_LIPST_b04/align/B3VI55_LIPST_b04.a2m	0.8337	19.994
B3VI55_LIPST	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/B3VI55_LIPST/B3VI55_LIPST_b05/align/B3VI55_LIPST_b05.a2m	0.8337	20.006
B3VI55_LIPST	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/B3VI55_LIPST/B3VI55_LIPST_b01/align/B3VI55_LIPST_b01.a2m	0.8337	20.08
B3VI55_LIPST	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/B3VI55_LIPST/B3VI55_LIPST_b06/align/B3VI55_LIPST_b06.a2m	0.8337	19.828
B3VI55_LIPST	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/B3VI55_LIPST/B3VI55_LIPST_b02/align/B3VI55_LIPST_b02.a2m	0.836	20.188
HSP82_YEAST	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HSP82_YEAST/HSP82_YEAST_b07/align/HSP82_YEAST_b07.a2m	0.9803	1.776
KCNJ2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/KCNJ2_HUMAN/KCNJ2_HUMAN_b09/align/KCNJ2_HUMAN_b09.a2m	0.8084	1.081
DOCK1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/DOCK1_HUMAN/DOCK1_HUMAN_b06/align/DOCK1_HUMAN_b06.a2m	0.7879	16.229
NPC1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NPC1_HUMAN/NPC1_HUMAN_b09/align/NPC1_HUMAN_b09.a2m	0.9695	0.635
NPC1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NPC1_HUMAN/NPC1_HUMAN_b08/align/NPC1_HUMAN_b08.a2m	0.9695	0.69
NUSA_SALTY	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NUSA_SALTY/NUSA_SALTY_b06/align/NUSA_SALTY_b06.a2m	0.942	18.428
NUSA_SALTY	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NUSA_SALTY/NUSA_SALTY_b09/align/NUSA_SALTY_b09.a2m	0.9565	18.959
NUSA_SALTY	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NUSA_SALTY/NUSA_SALTY_b08/align/NUSA_SALTY_b08.a2m	0.942	17.933
OBSCN_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OBSCN_MOUSE/OBSCN_MOUSE_b07/align/OBSCN_MOUSE_b07.a2m	0.9846	0.873
NUSA_SALTY	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NUSA_SALTY/NUSA_SALTY_b07/align/NUSA_SALTY_b07.a2m	0.942	18.188
OBSCN_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OBSCN_MOUSE/OBSCN_MOUSE_b09/align/OBSCN_MOUSE_b09.a2m	0.9846	0.75
OBSCN_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OBSCN_MOUSE/OBSCN_MOUSE_b08/align/OBSCN_MOUSE_b08.a2m	0.9846	0.827
LAMB_ECOBW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LAMB_ECOBW/LAMB_ECOBW_b05/align/LAMB_ECOBW_b05.a2m	0.8901	1.946
OTU7A_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OTU7A_HUMAN/OTU7A_HUMAN_b09/align/OTU7A_HUMAN_b09.a2m	1.0	0.606
OTU7A_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OTU7A_HUMAN/OTU7A_HUMAN_b08/align/OTU7A_HUMAN_b08.a2m	1.0	0.903
OTU7A_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OTU7A_HUMAN/OTU7A_HUMAN_b07/align/OTU7A_HUMAN_b07.a2m	0.9286	11.497
OXDA_RHOTO	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OXDA_RHOTO/OXDA_RHOTO_b09/align/OXDA_RHOTO_b09.a2m	0.956	0.313
NPC1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NPC1_HUMAN/NPC1_HUMAN_b06/align/NPC1_HUMAN_b06.a2m	0.9687	0.732
NPC1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NPC1_HUMAN/NPC1_HUMAN_b05/align/NPC1_HUMAN_b05.a2m	0.9695	0.734
NPC1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NPC1_HUMAN/NPC1_HUMAN_b04/align/NPC1_HUMAN_b04.a2m	0.9695	0.735
EPHB2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/EPHB2_HUMAN/EPHB2_HUMAN_b07/align/EPHB2_HUMAN_b07.a2m	0.9091	15.56
OTU7A_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OTU7A_HUMAN/OTU7A_HUMAN_b06/align/OTU7A_HUMAN_b06.a2m	0.881	34.338
OXDA_RHOTO	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OXDA_RHOTO/OXDA_RHOTO_b08/align/OXDA_RHOTO_b08.a2m	0.9011	2.631
P53_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/P53_HUMAN/P53_HUMAN_b02/align/P53_HUMAN_b02.a2m	0.9389	1.037
NPC1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NPC1_HUMAN/NPC1_HUMAN_b03/align/NPC1_HUMAN_b03.a2m	0.9687	0.81
P53_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/P53_HUMAN/P53_HUMAN_b09/align/P53_HUMAN_b09.a2m	0.8779	0.427
NPC1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NPC1_HUMAN/NPC1_HUMAN_b02/align/NPC1_HUMAN_b02.a2m	0.9671	0.804
P53_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/P53_HUMAN/P53_HUMAN_b08/align/P53_HUMAN_b08.a2m	0.9262	0.513
P53_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/P53_HUMAN/P53_HUMAN_b07/align/P53_HUMAN_b07.a2m	0.9135	0.61
NPC1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NPC1_HUMAN/NPC1_HUMAN_b07/align/NPC1_HUMAN_b07.a2m	0.9687	0.712
OTU7A_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OTU7A_HUMAN/OTU7A_HUMAN_b05/align/OTU7A_HUMAN_b05.a2m	0.881	56.446
OXDA_RHOTO	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OXDA_RHOTO/OXDA_RHOTO_b07/align/OXDA_RHOTO_b07.a2m	0.8929	4.292
P53_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/P53_HUMAN/P53_HUMAN_b06/align/P53_HUMAN_b06.a2m	0.9288	0.718
OPSD_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OPSD_HUMAN/OPSD_HUMAN_b09/align/OPSD_HUMAN_b09.a2m	0.9425	0.526
P53_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/P53_HUMAN/P53_HUMAN_b05/align/P53_HUMAN_b05.a2m	0.9364	0.872
P53_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/P53_HUMAN/P53_HUMAN_b03/align/P53_HUMAN_b03.a2m	0.9415	0.997
P53_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/P53_HUMAN/P53_HUMAN_b04/align/P53_HUMAN_b04.a2m	0.9389	0.97
NUSA_SALTY	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NUSA_SALTY/NUSA_SALTY_b05/align/NUSA_SALTY_b05.a2m	0.8986	46.316
CBX4_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CBX4_HUMAN/CBX4_HUMAN_b02/align/CBX4_HUMAN_b02.a2m	0.92	226.849
NPC1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NPC1_HUMAN/NPC1_HUMAN_b01/align/NPC1_HUMAN_b01.a2m	0.9656	0.807
P53_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/P53_HUMAN/P53_HUMAN_b01/align/P53_HUMAN_b01.a2m	0.9389	1.059
OBSCN_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OBSCN_MOUSE/OBSCN_MOUSE_b06/align/OBSCN_MOUSE_b06.a2m	0.8154	12.522
NUSG_MYCTU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NUSG_MYCTU/NUSG_MYCTU_b08/align/NUSG_MYCTU_b08.a2m	0.9636	51.22
FECA_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/FECA_ECOLI/FECA_ECOLI_b08/align/FECA_ECOLI_b08.a2m	0.9583	107.515
CBX4_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/CBX4_HUMAN/CBX4_HUMAN_b04/align/CBX4_HUMAN_b04.a2m	0.92	211.447
NUSG_MYCTU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NUSG_MYCTU/NUSG_MYCTU_b09/align/NUSG_MYCTU_b09.a2m	0.9636	47.996
NUSG_MYCTU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NUSG_MYCTU/NUSG_MYCTU_b07/align/NUSG_MYCTU_b07.a2m	0.9636	60.374
HXK4_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HXK4_HUMAN/HXK4_HUMAN_b09/align/HXK4_HUMAN_b09.a2m	0.9634	2.762
LAMB_ECOBW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/LAMB_ECOBW/LAMB_ECOBW_b04/align/LAMB_ECOBW_b04.a2m	0.8879	2.267
OPSD_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/OPSD_HUMAN/OPSD_HUMAN_b08/align/OPSD_HUMAN_b08.a2m	0.8994	1.113
PRKN_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRKN_HUMAN/PRKN_HUMAN_b03/align/PRKN_HUMAN_b03.a2m	0.9892	0.432
